time,distance_z,velocity_z,almost_fall
21.78331709,2.261703915,0.387783486,0
21.91417003,2.262511272,0.052419498,0
22.00167894,2.263743513,0.087451704,0
22.11362505,2.265630917,0.179508967,0
22.20910501,2.266431724,0.072077827,0
22.283916,2.266754392,0.055465965,0
22.38596106,2.266731222,-0.003559914,0
22.49600697,2.265934461,-0.069333132,0
22.5825851,2.265042601,-0.153939635,0
22.71564412,2.263511504,-0.156250221,0
22.78784513,2.263065268,-0.050178266,0
22.91327405,2.262119777,-0.095558431,0
23.012676,2.260948397,-0.087422141,0
23.11283398,2.259668187,-0.092102759,0
23.215065,2.258159706,-0.100588721,0
23.32039213,2.256359746,-0.081440964,0
23.39749908,2.255498685,-0.066756957,0
23.49121714,2.254196965,-0.132842114,0
23.58393097,2.25282089,-0.212193961,0
23.71877694,2.251913681,-0.07564832,0
23.78253508,2.24959555,-0.393641558,0
23.915025,2.247508537,-0.208915696,0
24.01978803,2.246700617,-0.080682398,0
24.08703494,2.247169585,0.069017305,0
24.1890471,2.246671115,-0.063741879,0
24.28359199,2.245528787,-0.193978544,0
24.39909506,2.244057849,-0.213479676,0
24.48320198,2.239171814,-0.678593175,0
24.61429811,2.234002193,-0.426829956,0
24.68873596,2.230746334,-0.33970304,0
24.78391504,2.228472001,-0.36133508,0
24.90005112,2.226552068,-0.182602788,0
24.98387504,2.224491218,-0.26761085,0
25.09585214,2.220899596,-0.312538479,0
25.18350506,2.217203235,-0.481480203,0
25.30398893,2.214337378,-0.32139778,0
25.38464403,2.212850286,-0.206533604,0
25.50610495,2.212041941,-0.092888864,0
25.60639906,2.211165397,-0.099633983,0
25.71303105,2.209936118,-0.106748831,0
25.78403306,2.20640079,-0.559556279,0
25.91552711,2.201603868,-0.48481317,0
26.01974702,2.199191275,-0.204841048,0
26.11954713,2.198554298,-0.05228328,0
26.19138002,2.198693483,0.010082582,0
26.31863809,2.198866411,0.008813042,0
26.39049697,2.196641857,-0.191984696,0
26.52572012,2.191758522,-0.573730883,0
26.58435798,2.187414279,-0.648436789,0
26.70022607,2.183863764,-0.166763046,0
26.78189898,2.182795751,-0.178468881,0
26.88177395,2.182136294,-0.111530881,0
27.01284814,2.184275552,0.151822328,0
27.11257195,2.186611705,0.162227427,0
27.21606112,2.188008257,0.110728968,0
27.30254316,2.18952057,0.132700841,0
27.41410398,2.190748966,0.126591309,0
27.4825511,2.191994596,0.210667453,0
27.58880496,2.194345255,0.247723006,0
27.69298601,2.196268017,0.188426431,0
27.81402206,2.197360876,0.108363667,0
27.90325212,2.197639107,0.024011976,0
27.98418117,2.19790087,0.043741688,0
28.08503199,2.199057215,0.178311058,0
28.19737411,2.201374651,0.186923712,0
28.28832006,2.206527414,0.619262328,0
28.41140914,2.212565915,0.570434852,0
28.48659396,2.216541491,0.567169229,0
28.61531496,2.215838182,-0.069572917,0
28.72636199,2.215287126,-0.025177525,0
28.79105401,2.21535807,0.008242665,0
28.89296293,2.217509465,0.269361294,0
28.99082804,2.221562966,0.513644009,0
29.08435416,2.224268527,0.429846392,0
29.1952641,2.226758041,0.265019719,0
29.28315496,2.226942311,0.031675597,0
29.4024961,2.22814242,0.139435588,0
29.48429894,2.22956756,0.229902647,0
29.58431005,2.230639566,0.164700302,0
29.68432999,2.230693784,0.008614006,0
29.78309298,2.228280624,-0.416523831,0
29.91003799,2.22585268,-0.286054385,0
29.98329306,2.224280469,-0.253628107,0
30.08542299,2.223690769,-0.069282371,0
30.19930196,2.223172714,-0.034821804,0
30.28328609,2.221515518,-0.247358755,0
30.415833,2.22009518,-0.144595365,0
30.51203394,2.217904233,-0.190653539,0
30.61287713,2.213459445,-0.449223904,0
30.68288493,2.206955499,-1.082520944,0
30.81357193,2.202571851,-0.452865787,0
30.88268209,2.198699029,-0.644594981,0
30.98237109,2.196817286,-0.257928135,0
31.08673215,2.198649046,0.210492061,0
31.21595907,2.197527321,-0.115598488,0
31.28314805,2.194293053,-0.558251172,0
31.38441396,2.192342981,-0.262996639,0
31.48356199,2.191435992,-0.139347408,0
31.58214998,2.191779846,0.058389827,0
31.683182,2.192527945,0.126522244,0
31.813241,2.193546315,0.095985479,0
31.88424015,2.19280787,-0.122907264,0
31.98390198,2.190447341,-0.368058608,0
32.11328101,2.188389626,-0.209992218,0
32.18225813,2.18891655,0.07754659,0
32.28359699,2.191941004,0.503392052,0
32.38257504,2.194181029,0.372831234,0
32.48629713,2.195205562,0.159747338,0
32.58315611,2.193206674,-0.332696317,0
32.68488097,2.190134611,-0.52166654,0
32.7843411,2.187427101,-0.41597507,0
32.89175105,2.185776468,-0.208531883,0
33.01602006,2.18481725,-0.055800962,0
33.09065413,2.185503999,0.087022175,0
33.21828508,2.187866945,0.184560759,0
33.31752014,2.187560393,-0.025360432,0
33.41712594,2.188042762,0.037958806,0
33.49370408,2.187704802,-0.040733052,0
33.61385894,2.186656351,-0.081890498,0
33.70991206,2.188789704,0.236717768,0
33.78900814,2.191897726,0.344867369,0
33.91570711,2.191346725,-0.056782897,0
33.983006,2.189676142,-0.278052991,0
34.11783099,2.185919337,-0.416856566,0
34.18983412,2.180916577,-0.581249254,0
34.31300998,2.176442828,-0.312737749,0
34.38281107,2.172667978,-0.628288355,0
34.516711,2.16888368,-0.389987625,0
34.59390116,2.165402493,-0.302301363,0
34.71662211,2.159380393,-0.528420889,0
34.82101703,2.154930904,-0.344963211,0
34.88354397,2.151163785,-0.619625186,0
34.98341799,2.148337328,-0.348677123,0
35.122051,2.148518097,0.012209348,0
35.22443509,2.146825356,-0.083429727,0
35.30704308,2.144629846,-0.177089178,0
35.3824811,2.140721161,-0.663733252,0
35.51827407,2.135977371,-0.392443723,0
35.58248901,2.132971658,-0.470405798,0
35.69962406,2.13084977,-0.10360701,0
35.8193841,2.129317414,-0.119686584,0
35.88414216,2.126275667,-0.454021694,0
35.99839401,2.121503461,-0.320257326,0
36.11790109,2.116594432,-0.208823132,0
36.18275309,2.113208467,-0.57497021,0
36.31524205,2.111253196,-0.165676818,0
36.39018106,2.111390721,0.014943591,0
36.48663306,2.112172047,0.102731039,0
36.58380699,2.112140335,-0.004404365,0
36.68736696,2.114423355,0.340771455,0
36.78660798,2.117245512,0.336278055,0
36.88444805,2.120144215,0.47492348,0
36.98382211,2.124412224,0.724750139,0
37.08644199,2.128515897,0.67234568,0
37.18333316,2.1333628,0.778903675,0
37.28228307,2.13667965,0.552058522,0
37.39622307,2.141183099,0.609317276,0
37.48322105,2.145429741,0.69576988,0
37.60346699,2.14932678,0.438213597,0
37.71868801,2.15546418,0.506734663,0
37.78789401,2.16294399,0.726217534,0
37.90557194,2.171079252,0.966622127,0
38.00283909,2.179763111,1.011742865,0
38.10915303,2.187462596,0.740687657,0
38.18682313,2.193358988,0.65600158,0
38.30547595,2.198304125,0.480125146,0
38.38759995,2.203642753,0.906551923,0
38.51239705,2.208360939,0.46345446,0
38.58320212,2.212582094,0.648527751,0
38.71576715,2.215912368,0.294687328,0
38.78322911,2.219443291,0.578506424,0
38.882797,2.22331253,0.594460238,0
39.01743507,2.225851995,0.177521489,0
39.10961103,2.230325063,0.44776632,0
39.19220495,2.233368881,0.32077123,0
39.31319404,2.234932705,0.158051969,0
39.38315415,2.23589084,0.154565667,0
39.51338816,2.237091085,0.121305833,0
39.59261012,2.238030923,0.085323918,0
39.69615412,2.238443876,0.034641043,0
39.81339693,2.237686315,-0.073551843,0
39.89032316,2.232980502,-0.546748306,0
40.012012,2.227924313,-0.37205601,0
40.11143994,2.22251706,-0.575625967,0
40.19233203,2.217732203,-0.45611691,0
40.28643799,2.2152632,-0.297579046,0
40.38439107,2.212685773,-0.37931616,0
40.51993203,2.209933384,-0.269727928,0
40.61709499,2.206245059,-0.231933371,0
40.71919012,2.203724439,-0.199853436,0
40.816787,2.202005203,-0.138673063,0
40.91815996,2.201027318,-0.095830584,0
40.98536801,2.201045166,0.002793413,0
41.11611605,2.201176958,0.013037102,0
41.19516897,2.199249316,-0.166018809,0
41.29752398,2.195885409,-0.395217008,0
41.41997504,2.192960836,-0.177262251,0
41.48934913,2.191759617,-0.179298135,0
41.59583211,2.191355272,-0.056157266,0
41.68582916,2.191301621,-0.008654942,0
41.81881499,2.192031107,0.061316373,0
41.89463711,2.193392048,0.158121944,0
41.98475099,2.194882205,0.253043351,0
42.10128212,2.19764098,0.309388738,0
42.20765996,2.201098515,0.384667289,0
42.28835607,2.205098916,0.532663408,0
42.40488505,2.21166056,0.650627144,0
42.50789094,2.218532654,0.70130535,0
42.61561298,2.224932438,0.533650946,0
42.71240497,2.232090632,0.840998334,0
42.81546116,2.237351417,0.583738922,0
42.88285494,2.243240546,0.93563626,0
42.98378205,2.248332155,0.759991397,0
43.09551597,2.25284223,0.610213695,0
43.215873,2.253474627,0.048579946,0
43.30190897,2.253637005,0.010984891,0
43.38205504,2.254649054,0.174684752,0
43.50654101,2.256350036,0.134105972,0
43.58257604,2.258522929,0.340066128,0
43.689188,2.260407339,0.095571817,0
43.8176651,2.263484942,0.198590822,0
43.9201901,2.265310547,0.246210317,0
43.98794508,2.265226715,-0.004707059,0
44.11131001,2.265268969,0.003153505,0
44.21343708,2.266052074,0.079916795,0
44.28954196,2.266903346,0.089710915,0
44.41504598,2.267162007,0.025407542,0
44.49405313,2.267260809,0.009682357,0
44.58287096,2.266286786,-0.165398795,0
44.70863509,2.26507545,-0.094612826,0
44.78481317,2.264427173,-0.0888586,0
44.899055,2.265085552,0.072289047,0
44.98566008,2.265936083,0.118125436,0
45.11583614,2.26638444,0.042739612,0
45.19495606,2.266019019,-0.031798437,0
45.31283903,2.264211856,-0.173848471,0
45.39491796,2.261374859,-0.253714864,0
45.51548004,2.260034618,-0.13289303,0
45.61293602,2.259763081,-0.025651173,0
45.7112,2.262891071,0.329641783,0
45.80704999,2.265751171,0.210458354,0
45.91228795,2.267907115,0.22001672,0
45.98568201,2.269817467,0.319226952,0
46.12036705,2.271793413,0.15578418,0
46.19236493,2.27500893,0.382063921,0
46.30921698,2.277190394,0.17870554,0
46.38763714,2.279277141,0.34731949,0
46.48617911,2.2818714,0.412163289,0
46.60472512,2.283179381,0.163275854,0
46.6826241,2.284036329,0.140402445,0
46.80393195,2.285398385,0.1347376,0
46.89169097,2.286978918,0.135014962,0
46.99988198,2.287901766,0.100277381,0
47.08344316,2.288520785,0.094070869,0
47.18460512,2.289645973,0.161070997,0
47.32647395,2.291017834,0.149067367,0
47.38354015,2.291417538,0.067873612,0
47.51720214,2.291570194,0.012604092,0
47.58377409,2.29262641,0.153290364,0
47.71843505,2.293433664,0.066130198,0
47.78638005,2.294090926,0.087516118,0
47.91750503,2.294640589,0.043663923,0
47.98318911,2.294848576,0.03461745,0
48.08463597,2.29498416,0.019609672,0
48.20864201,2.294716578,-0.011739748,0
48.28431296,2.29438898,-0.04889838,0
48.38255405,2.29336719,-0.170067414,0
48.52132702,2.292648082,-0.057016188,0
48.58376598,2.291774745,-0.136680755,0
48.68399715,2.291184571,-0.08685505,0
48.81532693,2.290733335,-0.047553267,0
48.908144,2.290842523,0.007234882,0
48.98322701,2.291033745,0.031329781,0
49.08940816,2.291435508,0.045177405,0
49.21896696,2.290957364,-0.038865893,0
49.28258514,2.290766667,-0.032251789,0
49.39203906,2.290696261,-0.007115748,0
49.48859596,2.291327592,0.071761408,0
49.60663605,2.291978244,0.034987567,0
49.69830704,2.291980499,0.000184787,0
49.79015398,2.291714918,-0.034919335,0
49.89088511,2.291418667,-0.02994138,0
49.99074316,2.291389538,-0.003206779,0
50.09526205,2.291444041,0.005984394,0
50.19145799,2.291371855,-0.008009824,0
50.29635906,2.29127695,-0.012799391,0
50.3985641,2.290308159,-0.070667886,0
50.49590111,2.288444591,-0.208993881,0
50.59350109,2.286600805,-0.211873932,0
50.70315313,2.286098701,-0.058499384,0
50.78470302,2.286218029,0.017811358,0
50.894346,2.2865136,0.036462189,0
51.00579596,2.285827389,-0.073799377,0
51.11428714,2.285076431,-0.074286531,0
51.18299508,2.283685681,-0.231477303,0
51.31390095,2.282726817,-0.093966475,0
51.38382101,2.28277555,0.007742379,0
51.49937606,2.282728127,-0.003098184,0
51.61290407,2.282510564,-0.021521889,0
51.68242693,2.283019282,0.084671429,0
51.81903005,2.2819237,-0.085571765,0
51.91742396,2.28035671,-0.156860015,0
51.98407912,2.27933622,-0.169850988,0
52.115381,2.279467603,0.010933769,0
52.18939304,2.280311834,0.095961005,0
52.28583694,2.281163227,0.092512952,0
52.38263702,2.282501329,0.22271453,0
52.52134204,2.283609897,0.077623941,0
52.61983299,2.285241389,0.191679888,0
52.71110797,2.287393366,0.194108482,0
52.81656694,2.289989058,0.238230198,0
52.90347314,2.293179051,0.22006255,0
53.02005506,2.296615137,0.347276798,0
53.09115696,2.299688678,0.323903645,0
53.22042704,2.299912338,0.022604853,0
53.28449702,2.300668607,0.123906973,0
53.42133808,2.30147968,0.06709838,0
53.50714707,2.302797281,0.101402165,0
53.62100196,2.304367511,0.161818785,0
53.70212603,2.305560079,0.097695169,0
53.82031798,2.30635266,0.08088382,0
53.88530612,2.306613783,0.033391098,0
53.98899007,2.307085774,0.062058816,0
54.08319402,2.309120429,0.345504412,0
54.18544102,2.311070725,0.300740349,0
54.31998014,2.313379793,0.23564306,0
54.40199208,2.316033515,0.205360112,0
54.49550009,2.316495806,0.044884008,0
54.5972321,2.316294439,-0.024552199,0
54.69222403,2.315470523,-0.079079004,0
54.78932714,2.314898967,-0.065678942,0
54.90372705,2.313584765,-0.104199622,0
54.98894811,2.312220205,-0.17239096,0
55.11132598,2.310411587,-0.203375169,0
55.20623708,2.308702941,-0.181892939,0
55.28350711,2.3070804,-0.266879649,0
55.412642,2.306334398,-0.075396596,0
55.50088406,2.305800508,-0.041088023,0
55.58889413,2.305009122,-0.08236504,0
55.71300006,2.304389553,-0.056370076,0
55.81539106,2.302484716,-0.184941359,0
55.88269496,2.300772322,-0.285011878,0
56.01798606,2.30007379,-0.035861186,0
56.11366796,2.299482826,-0.056720396,0
56.20556116,2.299393551,-0.008035354,0
56.2871511,2.298911345,-0.055411442,0
56.39074016,2.298151763,-0.062838622,0
56.48443007,2.297363698,-0.113978693,0
56.58256912,2.295671855,-0.282713395,0
56.68849111,2.294255926,-0.153855893,0
56.78724313,2.292785602,-0.183541143,0
56.88335109,2.291411074,-0.237250691,0
57.02154207,2.291649836,0.015312545,0
57.08326602,2.290654027,-0.168416254,0
57.220047,2.28991647,-0.057076407,0
57.28240299,2.288875059,-0.179752818,0
57.41609097,2.29025001,0.098244719,0
57.51203609,2.29183461,0.150709614,0
57.61314797,2.292881775,0.088729833,0
57.68288016,2.294178391,0.220178146,0
57.81878901,2.295529455,0.111550703,0
57.89672995,2.296186414,0.021903708,0
58.02090502,2.297803776,0.131467178,0
58.09293509,2.299897232,0.211580465,0
58.22144198,2.302810288,0.230968669,0
58.2852931,2.306094962,0.506504572,0
58.421947,2.307775929,0.16826934,0
58.48533201,2.30829912,0.076727982,0
58.61266708,2.309618769,0.13467177,0
58.68937898,2.310873162,0.139557151,0
58.81209612,2.312618396,0.178103307,0
58.89463806,2.313417519,0.073990382,0
59.00932002,2.313914103,0.055839728,0
59.08420897,2.314401641,0.079878205,0
59.18316007,2.314451004,0.008216024,0
59.3077271,2.314470246,0.001537263,0
59.38869214,2.31467837,0.025376103,0
59.50277209,2.314679578,0.00012729,0
59.58489203,2.31541613,0.123080625,0
59.70640111,2.315441045,0.001872791,0
59.81585598,2.315939275,0.054138024,0
59.88381314,2.314199771,-0.252457098,0
59.99305797,2.312721257,-0.138422716,0
60.08542109,2.311784669,-0.139798308,0
60.18340111,2.310811095,-0.154676801,0
60.28255415,2.309731375,-0.176901357,0
60.39278698,2.308921814,-0.076476206,0
60.48262095,2.306851074,-0.344655267,0
60.58369803,2.304976156,-0.253676631,0
60.68424511,2.303823433,-0.165012657,0
60.78478003,2.302322644,-0.197948665,0
60.88993311,2.302165917,-0.022059083,0
60.98604894,2.301250175,-0.132444728,0
61.08294797,2.298811136,-0.414172924,0
61.22072816,2.296076457,-0.228033347,0
61.28780794,2.2945621,-0.166274175,0
61.42095399,2.294194014,-0.018781801,0
61.51819301,2.294145417,-0.00301973,0
61.61828113,2.293689888,-0.028263692,0
61.68296695,2.293157615,-0.091496449,0
61.78322816,2.292626335,-0.088779024,0
61.89606309,2.292101079,-0.043028967,0
61.98474598,2.29215341,0.007594976,0
62.08652616,2.292446102,0.03708883,0
62.21090293,2.292869104,0.034119131,0
62.320508,2.29283498,-0.003159478,0
62.38526297,2.292049381,-0.121141266,0
62.49787903,2.289902106,-0.165253604,0
62.59158397,2.288950608,-0.133921886,0
62.68378496,2.287768542,-0.18995953,0
62.78268313,2.287026136,-0.052688263,0
62.89205503,2.286274229,-0.097638586,0
62.99101305,2.285878073,-0.05651703,0
63.08892298,2.285687057,-0.032436344,0
63.19064903,2.285235467,-0.076684528,0
63.28933311,2.285477762,0.037225561,0
63.39268613,2.285758803,0.027286391,0
63.50363994,2.287827868,0.209115411,0
63.58303499,2.289881491,0.325038478,0
63.70876098,2.291967113,0.210788716,0
63.78452611,2.292770319,0.111552668,0
63.91049194,2.292403616,-0.040797481,0
64.01044297,2.292320087,-0.0088027,0
64.08902717,2.29326528,0.101651986,0
64.21470714,2.294363453,0.083292458,0
64.30134201,2.2950846,0.05188178,0
64.40954995,2.295740604,0.066141425,0
64.52256703,2.296036748,0.027419796,0
64.58210993,2.295566458,-0.074717413,0
64.7158401,2.296020475,0.043279228,0
64.81368613,2.296777537,0.074890325,0
64.91206098,2.297462312,0.068384627,0
64.98190904,2.299205365,0.304620589,0
65.10110903,2.299744567,0.088342706,0
65.194134,2.299499326,-0.018567058,0
65.28306103,2.298822499,-0.107531004,0
65.41490006,2.298100296,-0.055991472,0
65.51906896,2.297984491,-0.009181846,0
65.58288813,2.297016612,-0.167060813,0
65.7020731,2.29641292,-0.03824875,0
65.81871295,2.295594425,-0.068250867,0
65.88315296,2.29473256,-0.146353177,0
65.989182,2.293665395,-0.109975806,0
66.08312106,2.293163316,-0.084914217,0
66.18700409,2.293390447,0.023179053,0
66.28521109,2.293429551,0.005597692,0
66.38752007,2.29483868,0.187629078,0
66.48674703,2.29602109,0.17160505,0
66.58430696,2.296701344,0.113222021,0
66.6856451,2.297413208,0.091029585,0
66.78794909,2.298491332,0.158666068,0
66.92007494,2.298857399,0.025979633,0
66.98257303,2.299232137,0.063634086,0
67.11437201,2.299775796,0.029729747,0
67.18466401,2.298814202,-0.155123764,0
67.28519607,2.296893589,-0.314673238,0
67.39969707,2.294671248,-0.21184485,0
67.48325706,2.291779353,-0.499155759,0
67.59487796,2.290470252,-0.176552016,0
67.70205998,2.289905188,-0.069912958,0
67.78340697,2.289158755,-0.124731806,0
67.90678811,2.288170493,-0.11233256,0
67.98371601,2.286535546,-0.209708424,0
68.11029696,2.285002729,-0.157963102,0
68.21363211,2.282402432,-0.267971382,0
68.29545999,2.279696499,-0.218259802,0
68.41089296,2.277230851,-0.28968272,0
68.50255394,2.273949587,-0.306517135,0
68.58259797,2.270518425,-0.48293084,0
68.68731904,2.26575064,-0.467232213,0
68.81660414,2.260519873,-0.518662528,0
68.88502693,2.255845278,-0.669169773,0
68.992805,2.251718689,-0.374635652,0
69.11475015,2.248231665,-0.348229488,0
69.1864841,2.24521282,-0.363849245,0
69.31535316,2.242095698,-0.305471041,0
69.39634109,2.236839085,-0.474146899,0
69.51297998,2.23178764,-0.454662977,0
69.59188104,2.228075415,-0.382560201,0
69.71564198,2.226017479,-0.21001486,0
69.78381014,2.22484919,-0.188467663,0
69.92031407,2.224859465,0.000651018,0
69.98264813,2.225304999,0.07690141,0
70.12073493,2.223289828,-0.103835901,0
70.21762896,2.221277944,-0.119019073,0
70.31841516,2.219433055,-0.15113328,0
70.41593814,2.21937116,-0.006378537,0
70.517488,2.219439849,0.006875988,0
70.61673307,2.21955457,0.010151304,0
70.7190361,2.220751869,0.099050008,0
70.81760097,2.222158158,0.113430879,0
70.91748214,2.223366054,0.099926694,0
